Mouse Hareket Etti - X: 409, Y: 382, Zaman: 143 ms
Mouse Hareket Etti - X: 82, Y: 418, Zaman: 763 ms
Mouse Hareket Etti - X: 85, Y: 418, Zaman: 764 ms
Mouse Hareket Etti - X: 89, Y: 417, Zaman: 765 ms
Mouse Hareket Etti - X: 94, Y: 416, Zaman: 766 ms
Mouse Hareket Etti - X: 98, Y: 415, Zaman: 767 ms
Mouse Hareket Etti - X: 102, Y: 415, Zaman: 768 ms
Mouse Hareket Etti - X: 108, Y: 414, Zaman: 769 ms
Mouse Hareket Etti - X: 111, Y: 413, Zaman: 770 ms
Mouse Hareket Etti - X: 116, Y: 412, Zaman: 771 ms
Mouse Hareket Etti - X: 119, Y: 412, Zaman: 772 ms
Mouse Hareket Etti - X: 125, Y: 411, Zaman: 773 ms
Mouse Hareket Etti - X: 131, Y: 409, Zaman: 774 ms
Mouse Hareket Etti - X: 135, Y: 408, Zaman: 775 ms
Mouse Hareket Etti - X: 139, Y: 407, Zaman: 776 ms
Mouse Hareket Etti - X: 146, Y: 405, Zaman: 777 ms
Mouse Hareket Etti - X: 151, Y: 404, Zaman: 778 ms
Mouse Hareket Etti - X: 156, Y: 403, Zaman: 779 ms
Mouse Hareket Etti - X: 161, Y: 402, Zaman: 780 ms
Mouse Hareket Etti - X: 166, Y: 401, Zaman: 781 ms
Mouse Hareket Etti - X: 172, Y: 400, Zaman: 782 ms
Mouse Hareket Etti - X: 178, Y: 399, Zaman: 783 ms
Mouse Hareket Etti - X: 182, Y: 397, Zaman: 784 ms
Mouse Hareket Etti - X: 189, Y: 396, Zaman: 785 ms
Mouse Hareket Etti - X: 194, Y: 394, Zaman: 786 ms
Mouse Hareket Etti - X: 199, Y: 393, Zaman: 787 ms
Mouse Hareket Etti - X: 205, Y: 391, Zaman: 788 ms
Mouse Hareket Etti - X: 410, Y: 337, Zaman: 826 ms
Mouse Hareket Etti - X: 414, Y: 335, Zaman: 827 ms
Mouse Hareket Etti - X: 419, Y: 334, Zaman: 828 ms
Mouse Hareket Etti - X: 422, Y: 333, Zaman: 829 ms
Mouse Hareket Etti - X: 426, Y: 332, Zaman: 830 ms
Mouse Hareket Etti - X: 431, Y: 332, Zaman: 831 ms
Mouse Hareket Etti - X: 435, Y: 331, Zaman: 832 ms
Mouse Hareket Etti - X: 438, Y: 330, Zaman: 833 ms
Mouse Hareket Etti - X: 441, Y: 330, Zaman: 834 ms
Mouse Hareket Etti - X: 445, Y: 328, Zaman: 835 ms
Mouse Hareket Etti - X: 448, Y: 328, Zaman: 836 ms
Mouse Hareket Etti - X: 451, Y: 327, Zaman: 837 ms
Mouse Hareket Etti - X: 455, Y: 327, Zaman: 838 ms
Mouse Hareket Etti - X: 458, Y: 327, Zaman: 839 ms
Mouse Hareket Etti - X: 462, Y: 326, Zaman: 840 ms
Mouse Hareket Etti - X: 464, Y: 326, Zaman: 841 ms
Mouse Hareket Etti - X: 466, Y: 326, Zaman: 842 ms
Mouse Hareket Etti - X: 469, Y: 325, Zaman: 843 ms
Mouse Hareket Etti - X: 472, Y: 325, Zaman: 844 ms
Mouse Hareket Etti - X: 474, Y: 325, Zaman: 845 ms
Mouse Hareket Etti - X: 476, Y: 325, Zaman: 846 ms
Mouse Hareket Etti - X: 478, Y: 325, Zaman: 847 ms
Mouse Hareket Etti - X: 481, Y: 325, Zaman: 848 ms
Mouse Hareket Etti - X: 483, Y: 324, Zaman: 849 ms
Mouse Hareket Etti - X: 485, Y: 324, Zaman: 850 ms
Mouse Hareket Etti - X: 487, Y: 324, Zaman: 851 ms
Mouse Hareket Etti - X: 488, Y: 324, Zaman: 852 ms
Mouse Hareket Etti - X: 489, Y: 324, Zaman: 853 ms
Mouse Hareket Etti - X: 491, Y: 324, Zaman: 854 ms
Mouse Hareket Etti - X: 492, Y: 324, Zaman: 855 ms
Mouse Hareket Etti - X: 493, Y: 324, Zaman: 856 ms
Mouse Hareket Etti - X: 494, Y: 324, Zaman: 857 ms
Mouse Hareket Etti - X: 495, Y: 324, Zaman: 858 ms
Mouse Hareket Etti - X: 496, Y: 325, Zaman: 859 ms
Mouse Hareket Etti - X: 497, Y: 325, Zaman: 861 ms
Mouse Hareket Etti - X: 498, Y: 325, Zaman: 862 ms
Mouse Hareket Etti - X: 499, Y: 326, Zaman: 864 ms
Mouse Hareket Etti - X: 499, Y: 327, Zaman: 869 ms
Mouse Hareket Etti - X: 499, Y: 328, Zaman: 871 ms
Mouse Hareket Etti - X: 499, Y: 329, Zaman: 875 ms
Mouse Hareket Etti - X: 498, Y: 329, Zaman: 877 ms
Mouse Hareket Etti - X: 497, Y: 329, Zaman: 878 ms
Mouse Hareket Etti - X: 497, Y: 330, Zaman: 879 ms
Mouse Hareket Etti - X: 496, Y: 331, Zaman: 880 ms
Mouse Hareket Etti - X: 495, Y: 331, Zaman: 881 ms
Mouse Hareket Etti - X: 494, Y: 331, Zaman: 882 ms
Mouse Hareket Etti - X: 493, Y: 332, Zaman: 883 ms
Mouse Hareket Etti - X: 492, Y: 332, Zaman: 884 ms
Mouse Hareket Etti - X: 491, Y: 332, Zaman: 885 ms
Mouse Hareket Etti - X: 489, Y: 333, Zaman: 886 ms
Mouse Hareket Etti - X: 488, Y: 334, Zaman: 887 ms
Mouse Hareket Etti - X: 486, Y: 334, Zaman: 888 ms
Mouse Hareket Etti - X: 484, Y: 335, Zaman: 889 ms
Mouse Hareket Etti - X: 482, Y: 336, Zaman: 890 ms
Mouse Hareket Etti - X: 480, Y: 337, Zaman: 891 ms
Mouse Hareket Etti - X: 478, Y: 337, Zaman: 892 ms
Mouse Hareket Etti - X: 476, Y: 338, Zaman: 893 ms
Mouse Hareket Etti - X: 474, Y: 338, Zaman: 894 ms
Mouse Hareket Etti - X: 471, Y: 339, Zaman: 895 ms
Mouse Hareket Etti - X: 468, Y: 340, Zaman: 896 ms
Mouse Hareket Etti - X: 467, Y: 340, Zaman: 897 ms
Mouse Hareket Etti - X: 464, Y: 341, Zaman: 898 ms
Mouse Hareket Etti - X: 461, Y: 342, Zaman: 899 ms
Mouse Hareket Etti - X: 459, Y: 342, Zaman: 900 ms
Mouse Hareket Etti - X: 454, Y: 343, Zaman: 901 ms
Mouse Hareket Etti - X: 451, Y: 344, Zaman: 902 ms
Mouse Hareket Etti - X: 449, Y: 345, Zaman: 903 ms
Mouse Hareket Etti - X: 445, Y: 346, Zaman: 904 ms
Mouse Hareket Etti - X: 442, Y: 346, Zaman: 905 ms
Mouse Hareket Etti - X: 439, Y: 347, Zaman: 906 ms
Mouse Hareket Etti - X: 435, Y: 348, Zaman: 907 ms
Mouse Hareket Etti - X: 432, Y: 348, Zaman: 908 ms
Mouse Hareket Etti - X: 427, Y: 350, Zaman: 909 ms
Mouse Hareket Etti - X: 423, Y: 350, Zaman: 910 ms
Mouse Hareket Etti - X: 420, Y: 351, Zaman: 911 ms
Mouse Hareket Etti - X: 414, Y: 351, Zaman: 912 ms
Mouse Hareket Etti - X: 411, Y: 352, Zaman: 913 ms
Mouse Hareket Etti - X: 202, Y: 371, Zaman: 948 ms
Mouse Hareket Etti - X: 196, Y: 372, Zaman: 949 ms
Mouse Hareket Etti - X: 189, Y: 372, Zaman: 950 ms
Mouse Hareket Etti - X: 183, Y: 373, Zaman: 951 ms
Mouse Hareket Etti - X: 175, Y: 373, Zaman: 952 ms
Mouse Hareket Etti - X: 170, Y: 374, Zaman: 953 ms
Mouse Hareket Etti - X: 163, Y: 374, Zaman: 954 ms
Mouse Hareket Etti - X: 156, Y: 374, Zaman: 955 ms
Mouse Hareket Etti - X: 149, Y: 375, Zaman: 956 ms
Mouse Hareket Etti - X: 141, Y: 375, Zaman: 957 ms
Mouse Hareket Etti - X: 136, Y: 376, Zaman: 958 ms
Mouse Hareket Etti - X: 130, Y: 376, Zaman: 959 ms
Mouse Hareket Etti - X: 122, Y: 376, Zaman: 960 ms
Mouse Hareket Etti - X: 117, Y: 376, Zaman: 961 ms
Mouse Hareket Etti - X: 111, Y: 376, Zaman: 962 ms
Mouse Hareket Etti - X: 103, Y: 377, Zaman: 963 ms
Mouse Hareket Etti - X: 98, Y: 377, Zaman: 964 ms
Mouse Hareket Etti - X: 90, Y: 377, Zaman: 965 ms
Mouse Hareket Etti - X: 84, Y: 378, Zaman: 966 ms
Mouse Hareket Etti - X: 79, Y: 378, Zaman: 967 ms
Mouse Hareket Etti - X: 71, Y: 378, Zaman: 968 ms
Mouse Hareket Etti - X: 67, Y: 378, Zaman: 969 ms
Mouse Hareket Etti - X: 61, Y: 378, Zaman: 970 ms
Mouse Hareket Etti - X: 54, Y: 378, Zaman: 971 ms
Mouse Hareket Etti - X: 49, Y: 378, Zaman: 972 ms
Mouse Hareket Etti - X: 44, Y: 378, Zaman: 973 ms
Mouse Hareket Etti - X: 38, Y: 379, Zaman: 974 ms
Mouse Hareket Etti - X: 34, Y: 379, Zaman: 975 ms
Mouse Hareket Etti - X: 28, Y: 379, Zaman: 976 ms
Mouse Hareket Etti - X: 24, Y: 379, Zaman: 977 ms
Mouse Hareket Etti - X: 18, Y: 379, Zaman: 978 ms
Mouse Hareket Etti - X: 15, Y: 379, Zaman: 979 ms
Mouse Hareket Etti - X: 11, Y: 379, Zaman: 980 ms
Mouse Hareket Etti - X: 10, Y: 371, Zaman: 1031 ms
Mouse Hareket Etti - X: 16, Y: 370, Zaman: 1032 ms
Mouse Hareket Etti - X: 20, Y: 369, Zaman: 1033 ms
Mouse Hareket Etti - X: 23, Y: 368, Zaman: 1034 ms
Mouse Hareket Etti - X: 29, Y: 367, Zaman: 1035 ms
Mouse Hareket Etti - X: 34, Y: 366, Zaman: 1036 ms
Mouse Hareket Etti - X: 39, Y: 366, Zaman: 1037 ms
Mouse Hareket Etti - X: 44, Y: 364, Zaman: 1038 ms
Mouse Hareket Etti - X: 50, Y: 363, Zaman: 1039 ms
Mouse Hareket Etti - X: 56, Y: 362, Zaman: 1040 ms
Mouse Hareket Etti - X: 61, Y: 360, Zaman: 1041 ms
Mouse Hareket Etti - X: 66, Y: 359, Zaman: 1042 ms
Mouse Hareket Etti - X: 73, Y: 357, Zaman: 1043 ms
Mouse Hareket Etti - X: 78, Y: 356, Zaman: 1044 ms
Mouse Hareket Etti - X: 84, Y: 355, Zaman: 1045 ms
Mouse Hareket Etti - X: 91, Y: 353, Zaman: 1046 ms
Mouse Hareket Etti - X: 97, Y: 352, Zaman: 1047 ms
Mouse Hareket Etti - X: 105, Y: 350, Zaman: 1048 ms
Mouse Hareket Etti - X: 110, Y: 349, Zaman: 1049 ms
Mouse Hareket Etti - X: 116, Y: 347, Zaman: 1050 ms
Mouse Hareket Etti - X: 124, Y: 345, Zaman: 1051 ms
Mouse Hareket Etti - X: 130, Y: 344, Zaman: 1052 ms
Mouse Hareket Etti - X: 138, Y: 342, Zaman: 1053 ms
Mouse Hareket Etti - X: 144, Y: 340, Zaman: 1054 ms
Mouse Hareket Etti - X: 150, Y: 338, Zaman: 1055 ms
Mouse Hareket Etti - X: 158, Y: 336, Zaman: 1056 ms
Mouse Hareket Etti - X: 165, Y: 335, Zaman: 1057 ms
Mouse Hareket Etti - X: 172, Y: 332, Zaman: 1058 ms
Mouse Hareket Etti - X: 179, Y: 331, Zaman: 1059 ms
Mouse Hareket Etti - X: 185, Y: 329, Zaman: 1060 ms
Mouse Hareket Etti - X: 193, Y: 327, Zaman: 1061 ms
Mouse Hareket Etti - X: 199, Y: 325, Zaman: 1062 ms
Mouse Hareket Etti - X: 205, Y: 324, Zaman: 1063 ms
Mouse Hareket Etti - X: 213, Y: 321, Zaman: 1064 ms
Mouse Hareket Etti - X: 219, Y: 320, Zaman: 1065 ms
Mouse Hareket Etti - X: 227, Y: 318, Zaman: 1066 ms
Mouse Hareket Etti - X: 234, Y: 316, Zaman: 1067 ms
Mouse Hareket Etti - X: 240, Y: 314, Zaman: 1068 ms
Mouse Hareket Etti - X: 248, Y: 312, Zaman: 1069 ms
Mouse Hareket Etti - X: 254, Y: 310, Zaman: 1070 ms
Mouse Hareket Etti - X: 259, Y: 308, Zaman: 1071 ms
Mouse Hareket Etti - X: 268, Y: 306, Zaman: 1072 ms
Mouse Hareket Etti - X: 273, Y: 305, Zaman: 1073 ms
Mouse Hareket Etti - X: 282, Y: 303, Zaman: 1074 ms
Mouse Hareket Etti - X: 286, Y: 301, Zaman: 1075 ms
Mouse Hareket Etti - X: 292, Y: 300, Zaman: 1076 ms
Mouse Hareket Etti - X: 300, Y: 297, Zaman: 1077 ms
Mouse Hareket Etti - X: 305, Y: 297, Zaman: 1078 ms
Mouse Hareket Etti - X: 312, Y: 295, Zaman: 1079 ms
Mouse Hareket Etti - X: 317, Y: 293, Zaman: 1080 ms
Mouse Hareket Etti - X: 323, Y: 292, Zaman: 1081 ms
Mouse Hareket Etti - X: 329, Y: 290, Zaman: 1082 ms
Mouse Hareket Etti - X: 334, Y: 289, Zaman: 1083 ms
Mouse Hareket Etti - X: 339, Y: 287, Zaman: 1084 ms
Mouse Hareket Etti - X: 345, Y: 285, Zaman: 1085 ms
Mouse Hareket Etti - X: 350, Y: 284, Zaman: 1086 ms
Mouse Hareket Etti - X: 355, Y: 282, Zaman: 1087 ms
Mouse Hareket Etti - X: 360, Y: 281, Zaman: 1088 ms
Mouse Hareket Etti - X: 365, Y: 280, Zaman: 1089 ms
Mouse Hareket Etti - X: 371, Y: 278, Zaman: 1090 ms
Mouse Hareket Etti - X: 375, Y: 277, Zaman: 1091 ms
Mouse Hareket Etti - X: 378, Y: 276, Zaman: 1092 ms
Mouse Hareket Etti - X: 384, Y: 274, Zaman: 1093 ms
Mouse Hareket Etti - X: 388, Y: 273, Zaman: 1094 ms
Mouse Hareket Etti - X: 393, Y: 272, Zaman: 1095 ms
Mouse Hareket Etti - X: 397, Y: 271, Zaman: 1096 ms
Mouse Hareket Etti - X: 400, Y: 270, Zaman: 1097 ms
Mouse Hareket Etti - X: 404, Y: 269, Zaman: 1098 ms
Mouse Hareket Etti - X: 408, Y: 268, Zaman: 1099 ms
Mouse Hareket Etti - X: 411, Y: 267, Zaman: 1100 ms
Mouse Hareket Etti - X: 415, Y: 266, Zaman: 1101 ms
Mouse Hareket Etti - X: 417, Y: 265, Zaman: 1102 ms
Mouse Hareket Etti - X: 420, Y: 264, Zaman: 1103 ms
Mouse Hareket Etti - X: 423, Y: 263, Zaman: 1104 ms
Mouse Hareket Etti - X: 427, Y: 263, Zaman: 1105 ms
Mouse Hareket Etti - X: 430, Y: 262, Zaman: 1106 ms
Mouse Hareket Etti - X: 432, Y: 261, Zaman: 1107 ms
Mouse Hareket Etti - X: 435, Y: 261, Zaman: 1108 ms
Mouse Hareket Etti - X: 438, Y: 260, Zaman: 1109 ms
Mouse Hareket Etti - X: 440, Y: 260, Zaman: 1110 ms
Mouse Hareket Etti - X: 442, Y: 259, Zaman: 1111 ms
Mouse Hareket Etti - X: 445, Y: 258, Zaman: 1112 ms
Mouse Hareket Etti - X: 447, Y: 258, Zaman: 1113 ms
Mouse Hareket Etti - X: 447, Y: 267, Zaman: 1182 ms
Mouse Hareket Etti - X: 444, Y: 267, Zaman: 1183 ms
Mouse Hareket Etti - X: 442, Y: 268, Zaman: 1184 ms
Mouse Hareket Etti - X: 440, Y: 269, Zaman: 1185 ms
Mouse Hareket Etti - X: 436, Y: 270, Zaman: 1186 ms
Mouse Hareket Etti - X: 434, Y: 270, Zaman: 1187 ms
Mouse Hareket Etti - X: 432, Y: 270, Zaman: 1188 ms
Mouse Hareket Etti - X: 427, Y: 272, Zaman: 1189 ms
Mouse Hareket Etti - X: 425, Y: 273, Zaman: 1190 ms
Mouse Hareket Etti - X: 421, Y: 274, Zaman: 1191 ms
Mouse Hareket Etti - X: 419, Y: 274, Zaman: 1192 ms
Mouse Hareket Etti - X: 416, Y: 275, Zaman: 1193 ms
Mouse Hareket Etti - X: 412, Y: 276, Zaman: 1194 ms
Mouse Hareket Etti - X: 409, Y: 276, Zaman: 1195 ms
Mouse Hareket Etti - X: 405, Y: 277, Zaman: 1196 ms
Mouse Hareket Etti - X: 401, Y: 278, Zaman: 1197 ms
Mouse Hareket Etti - X: 398, Y: 278, Zaman: 1198 ms
Mouse Hareket Etti - X: 392, Y: 279, Zaman: 1199 ms
Mouse Hareket Etti - X: 389, Y: 280, Zaman: 1200 ms
Mouse Hareket Etti - X: 386, Y: 281, Zaman: 1201 ms
Mouse Hareket Etti - X: 381, Y: 282, Zaman: 1202 ms
Mouse Hareket Etti - X: 378, Y: 283, Zaman: 1203 ms
Mouse Hareket Etti - X: 373, Y: 283, Zaman: 1204 ms
Mouse Hareket Etti - X: 368, Y: 283, Zaman: 1205 ms
Mouse Hareket Etti - X: 365, Y: 284, Zaman: 1206 ms
Mouse Hareket Etti - X: 359, Y: 285, Zaman: 1207 ms
Mouse Hareket Etti - X: 355, Y: 286, Zaman: 1208 ms
Mouse Hareket Etti - X: 350, Y: 287, Zaman: 1209 ms
Mouse Hareket Etti - X: 345, Y: 288, Zaman: 1210 ms
Mouse Hareket Etti - X: 342, Y: 288, Zaman: 1211 ms
Mouse Hareket Etti - X: 338, Y: 289, Zaman: 1212 ms
Mouse Hareket Etti - X: 332, Y: 291, Zaman: 1213 ms
Mouse Hareket Etti - X: 328, Y: 291, Zaman: 1214 ms
Mouse Hareket Etti - X: 322, Y: 292, Zaman: 1215 ms
Mouse Hareket Etti - X: 318, Y: 292, Zaman: 1216 ms
Mouse Hareket Etti - X: 314, Y: 293, Zaman: 1217 ms
Mouse Hareket Etti - X: 308, Y: 294, Zaman: 1218 ms
Mouse Hareket Etti - X: 304, Y: 295, Zaman: 1219 ms
Mouse Hareket Etti - X: 298, Y: 295, Zaman: 1220 ms
Mouse Hareket Etti - X: 293, Y: 296, Zaman: 1221 ms
Mouse Hareket Etti - X: 290, Y: 297, Zaman: 1222 ms
Mouse Hareket Etti - X: 283, Y: 298, Zaman: 1223 ms
Mouse Hareket Etti - X: 280, Y: 299, Zaman: 1224 ms
Mouse Hareket Etti - X: 275, Y: 299, Zaman: 1225 ms
Mouse Hareket Etti - X: 270, Y: 300, Zaman: 1226 ms
Mouse Hareket Etti - X: 265, Y: 300, Zaman: 1227 ms
Mouse Hareket Etti - X: 261, Y: 301, Zaman: 1228 ms
Mouse Hareket Etti - X: 256, Y: 301, Zaman: 1229 ms
Mouse Hareket Etti - X: 253, Y: 302, Zaman: 1230 ms
Mouse Hareket Etti - X: 247, Y: 303, Zaman: 1231 ms
Mouse Hareket Etti - X: 244, Y: 303, Zaman: 1232 ms
Mouse Hareket Etti - X: 240, Y: 304, Zaman: 1233 ms
Mouse Hareket Etti - X: 236, Y: 305, Zaman: 1234 ms
Mouse Hareket Etti - X: 231, Y: 305, Zaman: 1235 ms
Mouse Hareket Etti - X: 227, Y: 306, Zaman: 1236 ms
Mouse Hareket Etti - X: 223, Y: 306, Zaman: 1237 ms
Mouse Hareket Etti - X: 220, Y: 306, Zaman: 1238 ms
Mouse Hareket Etti - X: 215, Y: 307, Zaman: 1239 ms
Mouse Hareket Etti - X: 212, Y: 307, Zaman: 1240 ms
Mouse Hareket Etti - X: 209, Y: 308, Zaman: 1241 ms
Mouse Hareket Etti - X: 204, Y: 308, Zaman: 1242 ms
Mouse Hareket Etti - X: 201, Y: 309, Zaman: 1243 ms
Mouse Hareket Etti - X: 198, Y: 309, Zaman: 1244 ms
Mouse Hareket Etti - X: 194, Y: 310, Zaman: 1245 ms
Mouse Hareket Etti - X: 191, Y: 310, Zaman: 1246 ms
Mouse Hareket Etti - X: 188, Y: 310, Zaman: 1247 ms
Mouse Hareket Etti - X: 185, Y: 310, Zaman: 1248 ms
Mouse Hareket Etti - X: 183, Y: 311, Zaman: 1249 ms
Mouse Hareket Etti - X: 179, Y: 311, Zaman: 1250 ms
Mouse Hareket Etti - X: 177, Y: 312, Zaman: 1251 ms
Mouse Hareket Etti - X: 175, Y: 312, Zaman: 1252 ms
Mouse Hareket Etti - X: 172, Y: 312, Zaman: 1253 ms
Mouse Hareket Etti - X: 169, Y: 313, Zaman: 1254 ms
Mouse Hareket Etti - X: 166, Y: 313, Zaman: 1255 ms
Mouse Hareket Etti - X: 164, Y: 313, Zaman: 1256 ms
Mouse Hareket Etti - X: 162, Y: 313, Zaman: 1257 ms
Mouse Hareket Etti - X: 160, Y: 313, Zaman: 1258 ms
Mouse Hareket Etti - X: 158, Y: 313, Zaman: 1259 ms
Mouse Hareket Etti - X: 157, Y: 313, Zaman: 1260 ms
Mouse Hareket Etti - X: 154, Y: 314, Zaman: 1261 ms
Mouse Hareket Etti - X: 153, Y: 314, Zaman: 1262 ms
Mouse Hareket Etti - X: 151, Y: 314, Zaman: 1263 ms
Mouse Hareket Etti - X: 150, Y: 314, Zaman: 1264 ms
Mouse Hareket Etti - X: 148, Y: 314, Zaman: 1265 ms
Mouse Hareket Etti - X: 146, Y: 315, Zaman: 1266 ms
Mouse Hareket Etti - X: 145, Y: 315, Zaman: 1267 ms
Mouse Hareket Etti - X: 144, Y: 315, Zaman: 1268 ms
Mouse Hareket Etti - X: 143, Y: 315, Zaman: 1269 ms
Mouse Hareket Etti - X: 142, Y: 315, Zaman: 1270 ms
Mouse Hareket Etti - X: 141, Y: 315, Zaman: 1271 ms
Mouse Hareket Etti - X: 140, Y: 315, Zaman: 1272 ms
Mouse Hareket Etti - X: 139, Y: 315, Zaman: 1273 ms
Mouse Hareket Etti - X: 138, Y: 315, Zaman: 1275 ms
Mouse Hareket Etti - X: 137, Y: 315, Zaman: 1277 ms
Mouse Hareket Etti - X: 136, Y: 315, Zaman: 1281 ms
Mouse Hareket Etti - X: 137, Y: 315, Zaman: 1293 ms
Mouse Hareket Etti - X: 138, Y: 315, Zaman: 1295 ms
Mouse Hareket Etti - X: 139, Y: 315, Zaman: 1297 ms
Mouse Hareket Etti - X: 140, Y: 315, Zaman: 1298 ms
Mouse Hareket Etti - X: 141, Y: 315, Zaman: 1299 ms
Mouse Hareket Etti - X: 142, Y: 315, Zaman: 1300 ms
Mouse Hareket Etti - X: 143, Y: 315, Zaman: 1301 ms
Mouse Hareket Etti - X: 145, Y: 314, Zaman: 1303 ms
Mouse Hareket Etti - X: 146, Y: 314, Zaman: 1304 ms
Mouse Hareket Etti - X: 147, Y: 314, Zaman: 1305 ms
Mouse Hareket Etti - X: 149, Y: 313, Zaman: 1306 ms
Mouse Hareket Etti - X: 151, Y: 313, Zaman: 1307 ms
Mouse Hareket Etti - X: 152, Y: 312, Zaman: 1308 ms
Mouse Hareket Etti - X: 154, Y: 312, Zaman: 1309 ms
Mouse Hareket Etti - X: 155, Y: 312, Zaman: 1310 ms
Mouse Hareket Etti - X: 158, Y: 311, Zaman: 1311 ms
Mouse Hareket Etti - X: 160, Y: 311, Zaman: 1312 ms
Mouse Hareket Etti - X: 161, Y: 310, Zaman: 1313 ms
Mouse Hareket Etti - X: 164, Y: 309, Zaman: 1314 ms
Mouse Hareket Etti - X: 166, Y: 309, Zaman: 1315 ms
Mouse Hareket Etti - X: 169, Y: 309, Zaman: 1316 ms
Mouse Hareket Etti - X: 171, Y: 308, Zaman: 1317 ms
Mouse Hareket Etti - X: 174, Y: 307, Zaman: 1318 ms
Mouse Hareket Etti - X: 176, Y: 307, Zaman: 1319 ms
Mouse Hareket Etti - X: 179, Y: 306, Zaman: 1320 ms
Mouse Hareket Etti - X: 181, Y: 305, Zaman: 1321 ms
Mouse Hareket Etti - X: 184, Y: 304, Zaman: 1322 ms
Mouse Hareket Etti - X: 187, Y: 303, Zaman: 1323 ms
Mouse Hareket Etti - X: 190, Y: 303, Zaman: 1324 ms
Mouse Hareket Etti - X: 194, Y: 302, Zaman: 1325 ms
Mouse Hareket Etti - X: 196, Y: 301, Zaman: 1326 ms
Mouse Hareket Etti - X: 200, Y: 300, Zaman: 1327 ms
Mouse Hareket Etti - X: 202, Y: 300, Zaman: 1328 ms
Mouse Hareket Etti - X: 205, Y: 299, Zaman: 1329 ms
Mouse Hareket Etti - X: 210, Y: 298, Zaman: 1330 ms
Mouse Hareket Etti - X: 213, Y: 296, Zaman: 1331 ms
Mouse Hareket Etti - X: 216, Y: 296, Zaman: 1332 ms
Mouse Hareket Etti - X: 220, Y: 295, Zaman: 1333 ms
Mouse Hareket Etti - X: 223, Y: 294, Zaman: 1334 ms
Mouse Hareket Etti - X: 228, Y: 293, Zaman: 1335 ms
Mouse Hareket Etti - X: 231, Y: 291, Zaman: 1336 ms
Mouse Hareket Etti - X: 234, Y: 291, Zaman: 1337 ms
Mouse Hareket Etti - X: 238, Y: 290, Zaman: 1338 ms
Mouse Hareket Etti - X: 242, Y: 289, Zaman: 1339 ms
Mouse Hareket Etti - X: 246, Y: 287, Zaman: 1340 ms
Mouse Hareket Etti - X: 249, Y: 286, Zaman: 1341 ms
Mouse Hareket Etti - X: 252, Y: 286, Zaman: 1342 ms
Mouse Hareket Etti - X: 258, Y: 284, Zaman: 1343 ms
Mouse Hareket Etti - X: 261, Y: 284, Zaman: 1344 ms
Mouse Hareket Etti - X: 264, Y: 282, Zaman: 1345 ms
Mouse Hareket Etti - X: 269, Y: 281, Zaman: 1346 ms
Mouse Hareket Etti - X: 273, Y: 280, Zaman: 1347 ms
Mouse Hareket Etti - X: 277, Y: 279, Zaman: 1348 ms
Mouse Hareket Etti - X: 282, Y: 278, Zaman: 1349 ms
Mouse Hareket Etti - X: 285, Y: 277, Zaman: 1350 ms
Mouse Hareket Etti - X: 291, Y: 275, Zaman: 1351 ms
Mouse Hareket Etti - X: 294, Y: 274, Zaman: 1352 ms
Mouse Hareket Etti - X: 299, Y: 272, Zaman: 1353 ms
Mouse Hareket Etti - X: 303, Y: 272, Zaman: 1354 ms
Mouse Hareket Etti - X: 307, Y: 271, Zaman: 1355 ms
Mouse Hareket Etti - X: 311, Y: 269, Zaman: 1356 ms
Mouse Hareket Etti - X: 316, Y: 268, Zaman: 1357 ms
Mouse Hareket Etti - X: 319, Y: 267, Zaman: 1358 ms
Mouse Hareket Etti - X: 324, Y: 266, Zaman: 1359 ms
Mouse Hareket Etti - X: 328, Y: 266, Zaman: 1360 ms
Mouse Hareket Etti - X: 331, Y: 265, Zaman: 1361 ms
Mouse Hareket Etti - X: 336, Y: 263, Zaman: 1362 ms
Mouse Hareket Etti - X: 341, Y: 262, Zaman: 1363 ms
Mouse Hareket Etti - X: 345, Y: 261, Zaman: 1364 ms
Mouse Hareket Etti - X: 348, Y: 260, Zaman: 1365 ms
Mouse Hareket Etti - X: 351, Y: 260, Zaman: 1366 ms
Mouse Hareket Etti - X: 357, Y: 259, Zaman: 1367 ms
Mouse Hareket Etti - X: 360, Y: 258, Zaman: 1368 ms
Mouse Hareket Etti - X: 363, Y: 258, Zaman: 1369 ms
Mouse Hareket Etti - X: 368, Y: 256, Zaman: 1370 ms
Mouse Hareket Etti - X: 371, Y: 256, Zaman: 1371 ms
Mouse Hareket Etti - X: 375, Y: 255, Zaman: 1372 ms
Mouse Hareket Etti - X: 378, Y: 255, Zaman: 1373 ms
Mouse Hareket Etti - X: 381, Y: 255, Zaman: 1374 ms
Mouse Hareket Etti - X: 385, Y: 254, Zaman: 1375 ms
Mouse Hareket Etti - X: 389, Y: 253, Zaman: 1376 ms
Mouse Hareket Etti - X: 393, Y: 253, Zaman: 1377 ms
Mouse Hareket Etti - X: 396, Y: 252, Zaman: 1378 ms
Mouse Hareket Etti - X: 399, Y: 252, Zaman: 1379 ms
Mouse Hareket Etti - X: 402, Y: 252, Zaman: 1380 ms
Mouse Hareket Etti - X: 405, Y: 252, Zaman: 1381 ms
Mouse Hareket Etti - X: 407, Y: 251, Zaman: 1382 ms
Mouse Hareket Etti - X: 411, Y: 251, Zaman: 1383 ms
